dt,station_id,observed,predicted,residual,abs_error
2023-08-01 09:15:00,S-THC 21317937:21326446,50.201,50.47080452882334,0.2698045288233359,0.2698045288233359
2023-08-01 09:20:00,S-THC 21317937:21326446,51.36,49.77414294435231,-1.5858570556476934,1.5858570556476934
2023-08-01 09:30:00,S-THC 21317937:21326446,52.348,49.53024412395007,-2.817755876049929,2.817755876049929
2023-08-01 09:35:00,S-THC 21317937:21326446,51.246,49.08521100958837,-2.160788990411632,2.160788990411632
2023-08-01 09:40:00,S-THC 21317937:21326446,50.541,50.05749878242936,-0.483501217570641,0.483501217570641
2023-08-01 09:45:00,S-THC 21317937:21326446,49.191,48.7802175075091,-0.4107824924909025,0.4107824924909025
2023-08-01 09:50:00,S-THC 21317937:21326446,51.716,48.636916729342346,-3.079083270657655,3.079083270657655
2023-08-01 09:55:00,S-THC 21317937:21326446,50.234,48.412427681722406,-1.821572318277596,1.821572318277596
2023-08-01 10:00:00,S-THC 21317937:21326446,48.115,47.14810525018461,-0.9668947498153884,0.9668947498153884
2023-08-01 10:05:00,S-THC 21317937:21326446,46.325,47.985464859166086,1.660464859166083,1.660464859166083
2023-08-01 10:10:00,S-THC 21317937:21326446,48.031,47.27347648159994,-0.7575235184000562,0.7575235184000562
2023-08-01 10:20:00,S-THC 21317937:21326446,46.69,45.85235728016372,-0.8376427198362819,0.8376427198362819
2023-08-01 10:25:00,S-THC 21317937:21326446,46.76,46.82584172924394,0.0658417292439423,0.0658417292439423
2023-08-01 10:30:00,S-THC 21317937:21326446,46.96,44.82799143439493,-2.1320085656050694,2.1320085656050694
2023-08-01 10:40:00,S-THC 21317937:21326446,43.926,43.44728820504383,-0.4787117949561761,0.4787117949561761
2023-08-01 10:45:00,S-THC 21317937:21326446,46.691,44.1604464829609,-2.5305535170391025,2.5305535170391025
2023-08-01 10:50:00,S-THC 21317937:21326446,46.658,44.784111503399565,-1.8738884966004363,1.8738884966004363
2023-08-01 10:55:00,S-THC 21317937:21326446,47.404,44.45041330502657,-2.9535866949734317,2.9535866949734317
2023-08-01 11:00:00,S-THC 21317937:21326446,43.714,43.27974426297358,-0.4342557370264188,0.4342557370264188
2023-08-01 11:05:00,S-THC 21317937:21326446,45.977,44.07996983423173,-1.897030165768264,1.897030165768264
2023-08-01 11:10:00,S-THC 21317937:21326446,45.344,44.10143585792425,-1.24256414207575,1.24256414207575
2023-08-01 11:15:00,S-THC 21317937:21326446,45.267,44.48803874895657,-0.7789612510434338,0.7789612510434338
2023-08-01 11:20:00,S-THC 21317937:21326446,44.181,42.74567960356657,-1.4353203964334256,1.4353203964334256
2023-08-01 11:25:00,S-THC 21317937:21326446,44.437,45.168109666912,0.7311096669120047,0.7311096669120047
2023-08-01 11:30:00,S-THC 21317937:21326446,43.761,44.346598036826045,0.5855980368260418,0.5855980368260418
2023-08-01 11:35:00,S-THC 21317937:21326446,43.192,43.43254052635365,0.2405405263536479,0.2405405263536479
2023-08-01 11:40:00,S-THC 21317937:21326446,45.199,42.33365532372483,-2.8653446762751718,2.8653446762751718
2023-08-01 11:45:00,S-THC 21317937:21326446,44.988,42.63918949277966,-2.3488105072203425,2.3488105072203425
2023-08-01 11:50:00,S-THC 21317937:21326446,41.851,43.27250550455223,1.4215055045522291,1.4215055045522291
2023-08-01 11:55:00,S-THC 21317937:21326446,40.768,41.63584065965321,0.8678406596532113,0.8678406596532113
2023-08-01 12:00:00,S-THC 21317937:21326446,43.88,42.90251593655639,-0.9774840634436116,0.9774840634436116
2023-08-01 12:05:00,S-THC 21317937:21326446,44.851,42.82419611995894,-2.026803880041058,2.026803880041058
2023-08-01 12:10:00,S-THC 21317937:21326446,46.595,44.8378091742897,-1.7571908257102962,1.7571908257102962
2023-08-01 12:15:00,S-THC 21317937:21326446,46.712,42.3473343698468,-4.364665630153205,4.364665630153205
2023-08-01 12:20:00,S-THC 21317937:21326446,49.67,43.04534298746837,-6.624657012531628,6.624657012531628
2023-08-01 12:25:00,S-THC 21317937:21326446,46.818,42.71680592738795,-4.101194072612046,4.101194072612046
2023-08-01 12:30:00,S-THC 21317937:21326446,47.646,41.32419369260867,-6.321806307391334,6.321806307391334
2023-08-01 12:35:00,S-THC 21317937:21326446,47.77,40.13559965227245,-7.634400347727549,7.634400347727549
2023-08-01 12:40:00,S-THC 21317937:21326446,47.198,39.937876537828,-7.260123462172004,7.260123462172004
2023-08-01 12:50:00,S-THC 21317937:21326446,48.357,37.52300173763501,-10.833998262364986,10.833998262364986
2023-08-01 12:55:00,S-THC 21317937:21326446,48.54,37.1819442035231,-11.358055796476895,11.358055796476895
2023-08-01 13:00:00,S-THC 21317937:21326446,46.484,36.478680302899086,-10.005319697100916,10.005319697100916
2023-08-01 13:05:00,S-THC 21317937:21326446,50.138,38.10907306760098,-12.028926932399015,12.028926932399015
2023-08-01 13:10:00,S-THC 21317937:21326446,46.664,37.91109626877879,-8.752903731221217,8.752903731221217
