dt,min_ta,max_ta,sensor_count,delta_ta
2023-09-30 23:55,14.212,18.416,14,4.204
2023-09-30 23:50,14.298,18.395,14,4.097
2023-09-30 23:45,14.341,18.395,14,4.054
2023-09-30 23:40,14.384,18.416,14,4.032
2023-09-30 23:35,14.427,18.459,14,4.032
2023-09-30 23:30,14.47,18.48,14,4.01
2023-09-30 23:25,14.512,18.545,14,4.033
2023-09-30 23:20,14.47,18.652,14,4.182
2023-09-30 23:15,14.384,18.716,14,4.332
2023-09-30 23:10,14.319,18.823,14,4.504
2023-09-30 23:05,14.362,18.974,14,4.612
2023-09-30 23:00,14.448,19.017,14,4.569
2023-09-30 22:55,14.47,19.081,14,4.611
2023-09-30 22:50,14.491,19.145,14,4.654
2023-09-30 22:45,14.534,19.21,14,4.676
2023-09-30 22:40,14.555,19.188,14,4.633
2023-09-30 22:35,14.598,19.188,14,4.59
2023-09-30 22:30,14.577,19.21,14,4.633
2023-09-30 22:25,14.555,19.231,14,4.676
2023-09-30 22:20,14.534,19.295,14,4.761
2023-09-30 22:15,14.62,19.467,14,4.847
2023-09-30 22:10,14.663,19.596,14,4.933
2023-09-30 22:05,14.727,19.617,14,4.89
2023-09-30 22:00,14.834,19.553,14,4.719
2023-09-30 21:55,14.941,19.553,14,4.612
2023-09-30 21:50,14.984,19.681,14,4.697
2023-09-30 21:45,14.963,19.81,14,4.847
2023-09-30 21:40,14.963,19.939,14,4.976
2023-09-30 21:35,14.984,19.939,14,4.955
2023-09-30 21:30,15.027,20.089,14,5.062
2023-09-30 21:25,14.984,20.175,14,5.191
2023-09-30 21:20,15.092,20.282,14,5.19
2023-09-30 21:15,15.134,20.346,14,5.212
2023-09-30 21:10,15.156,20.432,14,5.276
2023-09-30 21:05,15.177,20.539,14,5.362
2023-09-30 21:00,15.22,20.561,14,5.341
2023-09-30 20:55,15.199,20.582,14,5.383
2023-09-30 20:50,15.22,20.647,14,5.427
2023-09-30 20:45,15.285,20.689,14,5.404
2023-09-30 20:40,15.349,20.647,14,5.298
2023-09-30 20:35,15.435,20.689,14,5.254
2023-09-30 20:30,15.499,20.818,14,5.319
2023-09-30 20:25,15.585,20.968,14,5.383
2023-09-30 20:20,15.628,21.033,14,5.405
2023-09-30 20:15,15.649,21.118,14,5.469
2023-09-30 20:10,15.714,21.14,14,5.426
2023-09-30 20:05,15.778,21.161,14,5.383
2023-09-30 20:00,15.821,21.14,14,5.319
2023-09-30 19:55,15.949,21.14,14,5.191
2023-09-30 19:50,16.057,21.118,14,5.061
2023-09-30 19:45,16.164,21.183,14,5.019
2023-09-30 19:40,16.228,21.354,14,5.126
2023-09-30 19:35,16.185,21.483,14,5.298
2023-09-30 19:30,16.228,21.59,14,5.362
2023-09-30 19:25,16.25,21.698,14,5.448
2023-09-30 19:20,16.314,21.762,14,5.448
2023-09-30 19:15,16.486,21.805,14,5.319
2023-09-30 19:10,16.636,21.891,15,5.255
2023-09-30 19:05,16.85,21.955,15,5.105
2023-09-30 19:00,17.022,21.933,15,4.911
2023-09-30 18:55,17.215,22.019,15,4.804
2023-09-30 18:50,17.344,22.126,15,4.782
2023-09-30 18:45,17.429,22.277,15,4.848
2023-09-30 18:40,17.537,22.427,15,4.89
2023-09-30 18:35,17.687,22.62,15,4.933
2023-09-30 18:30,17.858,22.899,15,5.041
2023-09-30 18:25,18.008,22.984,15,4.976
2023-09-30 18:20,18.223,23.07,15,4.847
2023-09-30 18:15,18.395,23.263,15,4.868
2023-09-30 18:10,18.588,23.585,15,4.997
2023-09-30 18:05,18.781,23.842,15,5.061
2023-09-30 18:00,18.974,23.971,15,4.997
2023-09-30 17:55,19.102,24.293,15,5.191
2023-09-30 17:50,19.21,24.357,15,5.147
2023-09-30 17:45,19.295,24.679,15,5.384
2023-09-30 17:40,19.445,25.022,15,5.577
2023-09-30 17:35,19.703,24.936,15,5.233
2023-09-30 17:30,19.982,25.022,15,5.04
2023-09-30 17:25,20.067,24.915,15,4.848
2023-09-30 17:20,20.346,24.936,15,4.59
2023-09-30 17:15,20.561,24.958,15,4.397
2023-09-30 17:10,20.432,24.786,15,4.354
2023-09-30 17:05,20.282,24.765,15,4.483
2023-09-30 17:00,20.475,24.807,15,4.332
2023-09-30 16:55,20.732,24.936,15,4.204
2023-09-30 16:50,20.99,24.958,15,3.968
2023-09-30 16:45,21.204,25.344,15,4.14
2023-09-30 16:40,21.29,25.108,15,3.818
2023-09-30 16:35,21.311,25.108,15,3.797
2023-09-30 16:30,21.354,24.786,15,3.432
2023-09-30 16:25,21.612,25.129,15,3.517
2023-09-30 16:20,21.59,25.301,15,3.711
2023-09-30 16:15,21.44,25.022,15,3.582
2023-09-30 16:10,21.612,25.322,15,3.71
2023-09-30 16:05,21.676,25.022,15,3.346
2023-09-30 16:00,21.655,24.915,15,3.26
2023-09-30 15:55,21.74,24.829,15,3.089
2023-09-30 15:50,21.676,24.893,15,3.217
2023-09-30 15:45,21.719,24.765,15,3.046
2023-09-30 15:40,21.698,24.636,15,2.938
2023-09-30 15:35,21.547,24.807,15,3.26
2023-09-30 15:30,21.462,25.022,15,3.56
2023-09-30 15:25,21.311,25.172,15,3.861
2023-09-30 15:20,21.569,25.194,15,3.625
2023-09-30 15:15,21.483,25.322,15,3.839
2023-09-30 15:10,21.397,24.807,15,3.41
2023-09-30 15:05,21.376,25.215,15,3.839
2023-09-30 15:00,21.333,25.558,15,4.225
2023-09-30 14:55,21.376,25.172,15,3.796
2023-09-30 14:50,21.376,24.679,15,3.303
2023-09-30 14:45,21.333,24.314,15,2.981
2023-09-30 14:40,21.397,24.357,15,2.96
2023-09-30 14:35,21.011,24.679,15,3.668
2023-09-30 14:30,20.818,24.078,15,3.26
2023-09-30 14:25,20.99,23.971,15,2.981
2023-09-30 14:20,21.183,23.499,15,2.316
2023-09-30 14:15,21.14,23.95,15,2.81
2023-09-30 14:10,20.99,23.563,15,2.573
2023-09-30 14:05,20.947,23.413,15,2.466
2023-09-30 14:00,20.861,23.735,15,2.874
2023-09-30 13:55,20.797,23.821,15,3.024
2023-09-30 13:50,20.604,23.478,15,2.874
2023-09-30 13:45,20.668,23.585,15,2.917
2023-09-30 13:40,20.411,23.435,15,3.024
2023-09-30 13:35,20.196,23.606,15,3.41
2023-09-30 13:30,20.239,23.306,15,3.067
2023-09-30 13:25,20.411,23.306,15,2.895
2023-09-30 13:20,20.239,23.135,15,2.896
2023-09-30 13:15,20.218,23.478,15,3.26
2023-09-30 13:10,20.132,23.177,15,3.045
2023-09-30 13:05,20.025,23.37,15,3.345
2023-09-30 13:00,19.445,23.306,15,3.861
2023-09-30 12:55,19.381,22.555,15,3.174
2023-09-30 12:50,19.424,22.663,15,3.239
2023-09-30 12:45,19.145,22.47,15,3.325
2023-09-30 12:40,19.102,22.984,15,3.882
2023-09-30 12:35,19.295,22.405,15,3.11
2023-09-30 12:30,19.338,22.191,15,2.853
2023-09-30 12:25,19.252,21.933,15,2.681
2023-09-30 12:20,19.21,22.212,15,3.002
2023-09-30 12:15,19.038,22.298,15,3.26
2023-09-30 12:10,18.823,22.684,15,3.861
2023-09-30 12:05,19.081,22.577,14,3.496
2023-09-30 12:00,18.995,22.298,14,3.303
2023-09-30 11:55,18.888,21.805,14,2.917
2023-09-30 11:50,18.48,21.74,14,3.26
2023-09-30 11:45,18.309,22.212,14,3.903
2023-09-30 11:40,18.18,22.148,14,3.968
2023-09-30 11:35,18.008,21.783,14,3.775
2023-09-30 11:30,17.751,21.483,14,3.732
2023-09-30 11:25,17.451,21.033,14,3.582
2023-09-30 11:20,17.129,21.29,14,4.161
2023-09-30 11:15,16.872,20.518,14,3.646
2023-09-30 11:10,16.85,19.896,14,3.046
2023-09-30 11:05,16.593,19.317,14,2.724
2023-09-30 11:00,16.035,19.381,14,3.346
2023-09-30 10:55,15.756,19.21,14,3.454
2023-09-30 10:50,15.542,19.081,14,3.539
2023-09-30 10:45,15.435,18.759,14,3.324
2023-09-30 10:40,15.37,19.274,14,3.904
2023-09-30 10:35,15.327,19.102,14,3.775
2023-09-30 10:30,15.199,18.759,14,3.56
2023-09-30 10:25,15.199,18.395,14,3.196
2023-09-30 10:20,15.177,18.287,14,3.11
2023-09-30 10:15,15.049,18.395,14,3.346
2023-09-30 10:10,14.92,18.18,14,3.26
2023-09-30 10:05,14.856,17.858,14,3.002
2023-09-30 10:00,14.748,17.837,14,3.089
2023-09-30 9:55,14.577,17.258,14,2.681
2023-09-30 9:50,14.491,17.151,14,2.66
2023-09-30 9:45,14.362,17.043,14,2.681
2023-09-30 9:40,14.148,16.807,14,2.659
2023-09-30 9:35,14.191,16.507,14,2.316
2023-09-30 9:30,14.062,16.829,14,2.767
2023-09-30 9:25,13.976,16.4,14,2.424
2023-09-30 9:20,13.848,16.636,14,2.788
2023-09-30 9:15,13.805,16.4,14,2.595
2023-09-30 9:10,13.719,16.1,14,2.381
2023-09-30 9:05,13.569,16.185,14,2.616
2023-09-30 9:00,13.204,16.142,14,2.938
2023-09-30 8:55,13.054,16.078,14,3.024
2023-09-30 8:50,12.732,15.756,14,3.024
2023-09-30 8:45,12.646,15.285,14,2.639
2023-09-30 8:40,12.432,15.242,14,2.81
2023-09-30 8:35,12.132,15.134,14,3.002
2023-09-30 8:30,11.939,14.984,14,3.045
2023-09-30 8:25,11.789,15.006,14,3.217
2023-09-30 8:20,11.596,15.092,14,3.496
2023-09-30 8:15,11.445,15.263,14,3.818
2023-09-30 8:10,11.36,15.242,14,3.882
2023-09-30 8:05,11.338,15.134,14,3.796
2023-09-30 8:00,11.338,15.027,14,3.689
2023-09-30 7:55,11.317,14.899,14,3.582
2023-09-30 7:50,11.295,14.77,14,3.475
2023-09-30 7:45,11.338,14.641,14,3.303
2023-09-30 7:40,11.252,14.491,14,3.239
2023-09-30 7:35,11.145,14.405,14,3.26
2023-09-30 7:30,11.016,14.298,14,3.282
2023-09-30 7:25,10.823,14.191,14,3.368
2023-09-30 7:20,10.673,14.083,14,3.41
2023-09-30 7:15,10.566,13.933,14,3.367
2023-09-30 7:10,10.48,13.826,14,3.346
2023-09-30 7:05,10.437,13.633,14,3.196
2023-09-30 7:00,10.373,13.526,14,3.153
2023-09-30 6:55,10.394,13.526,14,3.132
2023-09-30 6:50,10.437,13.268,14,2.831
2023-09-30 6:45,10.459,13.097,14,2.638
2023-09-30 6:40,10.48,13.054,14,2.574
2023-09-30 6:35,10.459,13.011,14,2.552
2023-09-30 6:30,10.523,13.204,14,2.681
2023-09-30 6:25,10.587,13.183,14,2.596
2023-09-30 6:20,10.587,13.333,14,2.746
2023-09-30 6:15,10.63,13.183,14,2.553
2023-09-30 6:10,10.652,13.204,14,2.552
2023-09-30 6:05,10.673,13.161,14,2.488
2023-09-30 6:00,10.652,13.033,14,2.381
2023-09-30 5:55,10.566,13.054,14,2.488
2023-09-30 5:50,10.545,13.075,14,2.53
2023-09-30 5:45,10.63,13.011,14,2.381
2023-09-30 5:40,10.673,13.033,14,2.36
2023-09-30 5:35,10.716,13.118,14,2.402
2023-09-30 5:30,10.845,13.268,14,2.423
2023-09-30 5:25,10.909,13.419,14,2.51
2023-09-30 5:20,10.995,13.612,14,2.617
2023-09-30 5:15,11.102,13.869,14,2.767
2023-09-30 5:10,11.209,14.062,14,2.853
2023-09-30 5:05,11.274,13.912,14,2.638
2023-09-30 5:00,11.36,13.762,14,2.402
2023-09-30 4:55,11.403,13.805,14,2.402
2023-09-30 4:50,11.445,13.933,14,2.488
2023-09-30 4:45,11.102,14.062,14,2.96
2023-09-30 4:40,10.802,14.212,14,3.41
2023-09-30 4:35,10.759,14.234,14,3.475
2023-09-30 4:30,10.845,14.019,14,3.174
2023-09-30 4:25,10.931,13.933,14,3.002
2023-09-30 4:20,10.952,13.912,14,2.96
2023-09-30 4:15,11.016,13.869,14,2.853
2023-09-30 4:10,11.059,13.869,14,2.81
2023-09-30 4:05,11.124,13.976,14,2.852
2023-09-30 4:00,11.209,13.976,14,2.767
2023-09-30 3:55,11.274,14.083,14,2.809
2023-09-30 3:50,11.252,14.105,14,2.853
2023-09-30 3:45,11.317,14.191,14,2.874
2023-09-30 3:40,11.445,14.384,14,2.939
2023-09-30 3:35,11.445,14.384,14,2.939
2023-09-30 3:30,11.424,14.555,14,3.131
2023-09-30 3:25,11.467,14.577,14,3.11
2023-09-30 3:20,11.403,14.62,14,3.217
2023-09-30 3:15,11.381,14.77,14,3.389
2023-09-30 3:10,11.403,14.984,14,3.581
2023-09-30 3:05,11.424,15.134,14,3.71
2023-09-30 3:00,11.488,15.242,14,3.754
2023-09-30 2:55,11.596,15.285,14,3.689
2023-09-30 2:50,11.66,15.177,14,3.517
2023-09-30 2:45,11.724,15.199,14,3.475
2023-09-30 2:40,11.746,15.199,14,3.453
2023-09-30 2:35,11.831,15.285,14,3.454
2023-09-30 2:30,11.853,15.349,14,3.496
2023-09-30 2:25,11.917,15.392,14,3.475
2023-09-30 2:20,11.982,15.392,14,3.41
2023-09-30 2:15,12.046,15.435,14,3.389
2023-09-30 2:10,12.11,15.542,14,3.432
2023-09-30 2:05,12.132,15.714,14,3.582
2023-09-30 2:00,12.132,15.778,14,3.646
2023-09-30 1:55,12.153,15.842,14,3.689
2023-09-30 1:50,12.196,15.821,14,3.625
2023-09-30 1:45,12.26,15.842,14,3.582
2023-09-30 1:40,12.389,15.928,14,3.539
2023-09-30 1:35,12.496,15.949,14,3.453
2023-09-30 1:30,12.646,16.057,14,3.411
2023-09-30 1:25,12.797,16.121,14,3.324
2023-09-30 1:20,12.882,16.142,14,3.26
2023-09-30 1:15,12.968,16.185,14,3.217
2023-09-30 1:10,13.033,16.293,14,3.26
2023-09-30 1:05,13.097,16.314,14,3.217
2023-09-30 1:00,13.14,16.443,14,3.303
2023-09-30 0:55,13.183,16.443,14,3.26
2023-09-30 0:50,13.226,16.464,14,3.238
2023-09-30 0:45,13.226,16.443,14,3.217
2023-09-30 0:40,13.247,16.529,14,3.282
2023-09-30 0:35,13.247,16.571,14,3.324
2023-09-30 0:30,13.161,16.571,14,3.41
2023-09-30 0:25,13.183,16.55,14,3.367
2023-09-30 0:20,13.247,16.529,14,3.282
2023-09-30 0:15,13.226,16.529,14,3.303
2023-09-30 0:10,13.204,16.55,14,3.346
2023-09-30 0:05,13.183,16.614,14,3.431
2023-09-30 0:00,13.183,16.614,14,3.431
2023-09-29 23:55,13.161,16.722,14,3.561
2023-09-29 23:50,13.247,16.893,14,3.646
2023-09-29 23:45,13.247,16.979,14,3.732
2023-09-29 23:40,13.29,17.022,14,3.732
2023-09-29 23:35,13.354,16.958,14,3.604
2023-09-29 23:30,13.354,17.043,14,3.689
2023-09-29 23:25,13.419,17.151,14,3.732
2023-09-29 23:20,13.376,17.193,14,3.817
2023-09-29 23:15,13.419,17.193,14,3.774
2023-09-29 23:10,13.376,17.279,14,3.903
2023-09-29 23:05,13.397,17.451,14,4.054
2023-09-29 23:00,13.376,17.472,14,4.096
2023-09-29 22:55,13.462,17.515,14,4.053
2023-09-29 22:50,13.419,17.644,14,4.225
2023-09-29 22:45,13.419,17.751,14,4.332
2023-09-29 22:40,13.397,17.73,14,4.333
2023-09-29 22:35,13.354,17.644,14,4.29
2023-09-29 22:30,13.397,17.644,14,4.247
2023-09-29 22:25,13.462,17.622,14,4.16
2023-09-29 22:20,13.504,17.794,14,4.29
2023-09-29 22:15,13.526,17.88,14,4.354
2023-09-29 22:10,13.612,17.923,14,4.311
2023-09-29 22:05,13.74,17.88,14,4.14
2023-09-29 22:00,13.74,17.837,14,4.097
2023-09-29 21:55,13.826,17.901,14,4.075
2023-09-29 21:50,13.783,17.837,14,4.054
2023-09-29 21:45,13.762,17.815,14,4.053
2023-09-29 21:40,13.762,17.88,14,4.118
2023-09-29 21:35,13.848,18.137,14,4.289
2023-09-29 21:30,13.826,18.201,14,4.375
2023-09-29 21:25,13.869,18.159,14,4.29
2023-09-29 21:20,13.848,18.18,14,4.332
2023-09-29 21:15,13.848,18.201,14,4.353
2023-09-29 21:10,13.869,18.244,14,4.375
2023-09-29 21:05,13.869,18.287,14,4.418
2023-09-29 21:00,13.826,18.416,14,4.59
2023-09-29 20:55,13.74,18.459,14,4.719
2023-09-29 20:50,13.676,18.502,14,4.826
2023-09-29 20:45,13.697,18.395,14,4.698
2023-09-29 20:40,13.74,18.33,14,4.59
2023-09-29 20:35,13.783,18.373,14,4.59
2023-09-29 20:30,13.869,18.437,14,4.568
2023-09-29 20:25,14.083,18.459,14,4.376
2023-09-29 20:20,14.126,18.502,14,4.376
2023-09-29 20:15,14.169,18.609,14,4.44
2023-09-29 20:10,14.255,18.716,14,4.461
2023-09-29 20:05,14.234,18.738,14,4.504
2023-09-29 20:00,14.234,18.738,14,4.504
2023-09-29 19:55,14.234,18.845,14,4.611
2023-09-29 19:50,14.234,18.866,14,4.632
2023-09-29 19:45,14.212,18.909,14,4.697
2023-09-29 19:40,14.255,18.845,14,4.59
2023-09-29 19:35,14.341,18.931,14,4.59
2023-09-29 19:30,14.319,18.974,14,4.655
2023-09-29 19:25,14.362,19.038,14,4.676
2023-09-29 19:20,14.427,19.081,14,4.654
2023-09-29 19:15,14.534,19.145,14,4.611
2023-09-29 19:10,14.534,19.274,14,4.74
2023-09-29 19:05,14.512,19.317,14,4.805
2023-09-29 19:00,14.727,19.381,14,4.654
2023-09-29 18:55,14.941,19.445,14,4.504
2023-09-29 18:50,15.049,19.445,14,4.396
2023-09-29 18:45,15.199,19.424,14,4.225
2023-09-29 18:40,15.285,19.51,14,4.225
2023-09-29 18:35,15.413,19.553,14,4.14
2023-09-29 18:30,15.542,19.832,14,4.29
2023-09-29 18:25,15.714,20.132,14,4.418
2023-09-29 18:20,15.842,20.239,14,4.397
2023-09-29 18:15,15.907,20.561,14,4.654
2023-09-29 18:10,16.078,20.647,14,4.569
2023-09-29 18:05,16.164,20.561,14,4.397
2023-09-29 18:00,16.336,20.303,14,3.967
2023-09-29 17:55,16.529,20.303,14,3.774
2023-09-29 17:50,16.657,20.389,14,3.732
2023-09-29 17:45,16.786,20.454,14,3.668
2023-09-29 17:40,16.958,20.604,14,3.646
2023-09-29 17:35,17.108,20.668,14,3.56
2023-09-29 17:30,17.344,20.797,14,3.453
2023-09-29 17:25,17.494,20.754,14,3.26
2023-09-29 17:20,17.687,20.968,14,3.281
2023-09-29 17:15,17.88,21.076,14,3.196
2023-09-29 17:10,18.073,21.033,14,2.96
2023-09-29 17:05,18.159,20.861,14,2.702
2023-09-29 17:00,18.201,20.99,14,2.789
2023-09-29 16:55,18.352,21.311,14,2.959
2023-09-29 16:50,18.416,21.419,14,3.003
2023-09-29 16:45,18.459,21.333,14,2.874
2023-09-29 16:40,18.588,21.269,14,2.681
2023-09-29 16:35,18.545,21.311,14,2.766
2023-09-29 16:30,18.63,20.99,14,2.36
2023-09-29 16:25,18.63,21.118,14,2.488
2023-09-29 16:20,18.609,21.118,14,2.509
2023-09-29 16:15,18.63,21.118,14,2.488
2023-09-29 16:10,18.588,20.861,14,2.273
2023-09-29 16:05,18.63,20.925,14,2.295
2023-09-29 16:00,18.63,21.183,14,2.553
2023-09-29 15:55,18.652,20.861,14,2.209
2023-09-29 15:50,18.63,21.118,14,2.488
2023-09-29 15:45,18.566,20.732,14,2.166
2023-09-29 15:40,18.48,20.475,14,1.995
2023-09-29 15:35,18.416,20.411,14,1.995
2023-09-29 15:30,18.416,20.475,14,2.059
2023-09-29 15:25,18.459,20.389,14,1.93
2023-09-29 15:20,18.459,20.711,14,2.252
2023-09-29 15:15,18.373,20.625,14,2.252
2023-09-29 15:10,18.352,20.518,14,2.166
2023-09-29 15:05,18.352,20.496,14,2.144
2023-09-29 15:00,18.352,20.282,14,1.93
2023-09-29 14:55,18.309,20.196,14,1.887
2023-09-29 14:50,18.287,20.11,14,1.823
2023-09-29 14:45,18.287,20.303,14,2.016
2023-09-29 14:40,18.244,20.239,14,1.995
2023-09-29 14:35,18.159,20.625,14,2.466
2023-09-29 14:30,18.03,20.218,14,2.188
2023-09-29 14:25,17.966,20.239,14,2.273
2023-09-29 14:20,18.137,20.046,14,1.909
2023-09-29 14:15,18.073,20.454,14,2.381
2023-09-29 14:10,17.923,20.411,14,2.488
2023-09-29 14:05,18.03,20.303,14,2.273
2023-09-29 14:00,18.051,20.175,14,2.124
2023-09-29 13:55,18.094,19.917,14,1.823
2023-09-29 13:50,17.966,20.132,14,2.166
2023-09-29 13:45,17.837,19.853,14,2.016
2023-09-29 13:40,17.837,20.196,14,2.359
2023-09-29 13:35,18.137,19.832,14,1.695
2023-09-29 13:30,18.116,19.939,14,1.823
2023-09-29 13:25,18.051,19.96,14,1.909
2023-09-29 13:20,17.966,19.724,14,1.758
2023-09-29 13:15,17.837,19.681,14,1.844
2023-09-29 13:10,17.773,19.467,14,1.694
2023-09-29 13:05,17.751,20.003,14,2.252
2023-09-29 13:00,17.794,19.767,14,1.973
2023-09-29 12:55,17.73,19.853,14,2.123
2023-09-29 12:50,17.537,20.089,14,2.552
2023-09-29 12:45,17.408,20.089,14,2.681
2023-09-29 12:40,17.386,19.789,14,2.403
2023-09-29 12:35,17.429,19.639,14,2.21
2023-09-29 12:30,17.429,19.639,14,2.21
2023-09-29 12:25,17.215,19.596,14,2.381
2023-09-29 12:20,17.236,19.445,14,2.209
2023-09-29 12:15,17.344,19.167,14,1.823
2023-09-29 12:10,17.301,19.36,14,2.059
2023-09-29 12:05,17.322,19.059,14,1.737
2023-09-29 12:00,17.344,19.017,14,1.673
2023-09-29 11:55,17.279,18.995,14,1.716
2023-09-29 11:50,17.086,18.588,14,1.502
2023-09-29 11:45,16.958,18.33,14,1.372
2023-09-29 11:40,16.893,18.523,14,1.63
2023-09-29 11:35,16.829,18.545,14,1.716
2023-09-29 11:30,16.636,18.738,14,2.102
2023-09-29 11:25,16.529,19.038,14,2.509
2023-09-29 11:20,16.529,18.566,14,2.037
2023-09-29 11:15,16.185,18.802,14,2.617
2023-09-29 11:10,16.078,18.609,14,2.531
2023-09-29 11:05,16.078,18.201,14,2.123
2023-09-29 11:00,16.078,18.287,14,2.209
2023-09-29 10:55,15.992,18.33,14,2.338
2023-09-29 10:50,15.928,18.695,14,2.767
2023-09-29 10:45,15.885,18.309,14,2.424
2023-09-29 10:40,15.756,18.18,14,2.424
2023-09-29 10:35,15.628,17.858,14,2.23
2023-09-29 10:30,15.521,17.472,14,1.951
2023-09-29 10:25,15.392,17.429,14,2.037
2023-09-29 10:20,15.177,16.979,14,1.802
2023-09-29 10:15,14.899,17.129,14,2.23
2023-09-29 10:10,14.727,17.065,14,2.338
2023-09-29 10:05,14.577,16.743,14,2.166
2023-09-29 10:00,14.277,16.7,14,2.423
2023-09-29 9:55,14.105,16.636,14,2.531
2023-09-29 9:50,13.848,16.679,14,2.831
2023-09-29 9:45,13.74,16.529,14,2.789
2023-09-29 9:40,13.676,16.078,14,2.402
2023-09-29 9:35,13.655,15.971,14,2.316
2023-09-29 9:30,13.74,15.842,14,2.102
2023-09-29 9:25,13.697,15.885,14,2.188
2023-09-29 9:20,13.74,16.228,14,2.488
2023-09-29 9:15,13.569,16.207,14,2.638
2023-09-29 9:10,13.354,16.035,14,2.681
2023-09-29 9:05,13.14,16.014,14,2.874
2023-09-29 9:00,13.033,15.349,14,2.316
2023-09-29 8:55,12.775,15.692,14,2.917
2023-09-29 8:50,12.668,15.392,14,2.724
2023-09-29 8:45,12.561,15.392,14,2.831
2023-09-29 8:40,12.475,15.134,14,2.659
2023-09-29 8:35,12.303,14.791,14,2.488
2023-09-29 8:30,12.067,14.598,14,2.531
2023-09-29 8:25,11.939,14.405,14,2.466
2023-09-29 8:20,11.853,14.234,14,2.381
2023-09-29 8:15,11.617,14.169,14,2.552
2023-09-29 8:10,11.403,14.041,14,2.638
2023-09-29 8:05,11.231,13.912,14,2.681
2023-09-29 8:00,11.167,13.848,14,2.681
2023-09-29 7:55,11.081,13.826,14,2.745
2023-09-29 7:50,11.124,13.762,14,2.638
2023-09-29 7:45,11.038,13.655,14,2.617
2023-09-29 7:40,11.059,13.569,14,2.51
2023-09-29 7:35,11.124,13.526,14,2.402
2023-09-29 7:30,11.102,13.483,14,2.381
2023-09-29 7:25,10.974,13.44,14,2.466
2023-09-29 7:20,10.974,13.376,14,2.402
2023-09-29 7:15,11.038,13.354,14,2.316
2023-09-29 7:10,11.038,13.354,14,2.316
2023-09-29 7:05,11.038,13.419,14,2.381
2023-09-29 7:00,10.931,13.44,14,2.509
2023-09-29 6:55,10.738,13.44,14,2.702
2023-09-29 6:50,10.738,13.419,14,2.681
2023-09-29 6:45,10.781,13.311,14,2.53
2023-09-29 6:40,10.716,13.29,14,2.574
2023-09-29 6:35,10.523,13.247,14,2.724
2023-09-29 6:30,10.437,13.204,14,2.767
2023-09-29 6:25,10.416,13.29,14,2.874
2023-09-29 6:20,10.394,13.29,14,2.896
2023-09-29 6:15,10.309,13.14,14,2.831
2023-09-29 6:10,10.244,13.161,14,2.917
2023-09-29 6:05,10.223,13.247,14,3.024
2023-09-29 6:00,10.201,13.204,14,3.003
2023-09-29 5:55,10.266,13.161,14,2.895
2023-09-29 5:50,10.287,13.183,14,2.896
2023-09-29 5:45,10.266,13.226,14,2.96
2023-09-29 5:40,10.352,13.204,14,2.852
2023-09-29 5:35,10.416,13.226,14,2.81
2023-09-29 5:30,10.459,13.247,14,2.788
2023-09-29 5:25,10.523,13.161,14,2.638
2023-09-29 5:20,10.566,13.033,14,2.467
2023-09-29 5:15,10.652,13.054,14,2.402
2023-09-29 5:10,10.695,13.054,14,2.359
2023-09-29 5:05,10.738,13.118,14,2.38
2023-09-29 5:00,10.845,13.161,14,2.316
2023-09-29 4:55,10.952,13.226,14,2.274
2023-09-29 4:50,11.038,13.29,14,2.252
2023-09-29 4:45,11.059,13.333,14,2.274
2023-09-29 4:40,11.016,13.354,14,2.338
2023-09-29 4:35,11.102,13.44,14,2.338
2023-09-29 4:30,11.059,13.504,14,2.445
2023-09-29 4:25,11.016,13.526,14,2.51
2023-09-29 4:20,10.974,13.526,14,2.552
2023-09-29 4:15,10.866,13.547,14,2.681
2023-09-29 4:10,10.652,13.483,14,2.831
2023-09-29 4:05,10.587,13.547,14,2.96
2023-09-29 4:00,10.566,13.59,14,3.024
2023-09-29 3:55,10.502,13.655,14,3.153
2023-09-29 3:50,10.459,13.719,14,3.26
2023-09-29 3:45,10.48,13.783,14,3.303
2023-09-29 3:40,10.523,13.762,14,3.239
2023-09-29 3:35,10.587,13.633,14,3.046
2023-09-29 3:30,10.566,13.697,14,3.131
2023-09-29 3:25,10.609,13.633,14,3.024
2023-09-29 3:20,10.716,13.697,14,2.981
2023-09-29 3:15,10.673,13.719,14,3.046
2023-09-29 3:10,10.716,13.59,14,2.874
2023-09-29 3:05,10.759,13.655,14,2.896
2023-09-29 3:00,10.845,13.526,14,2.681
2023-09-29 2:55,10.845,13.762,14,2.917
2023-09-29 2:50,10.823,13.912,14,3.089
2023-09-29 2:45,10.802,13.762,14,2.96
2023-09-29 2:40,10.738,13.74,14,3.002
2023-09-29 2:35,10.759,13.569,14,2.81
2023-09-29 2:30,10.716,13.719,14,3.003
2023-09-29 2:25,10.695,13.912,14,3.217
2023-09-29 2:20,10.716,14.126,14,3.41
2023-09-29 2:15,10.759,14.319,14,3.56
2023-09-29 2:10,10.781,14.512,14,3.731
2023-09-29 2:05,10.909,14.791,14,3.882
2023-09-29 2:00,10.931,15.285,14,4.354
2023-09-29 1:55,11.038,15.842,14,4.804
2023-09-29 1:50,11.124,15.907,14,4.783
2023-09-29 1:45,11.231,15.821,14,4.59
2023-09-29 1:40,11.209,15.821,14,4.612
2023-09-29 1:35,11.274,15.499,14,4.225
2023-09-29 1:30,11.295,15.435,14,4.14
2023-09-29 1:25,11.252,15.885,14,4.633
