dt,station_id,observed,predicted,residual,abs_error
2023-07-19 15:35:00,S-THC 21317937:21326446,14.37,14.710520759936292,0.3405207599362931,0.3405207599362931
2023-07-19 15:40:00,S-THC 21317937:21326446,14.41,15.228727569209514,0.8187275692095142,0.8187275692095142
2023-07-19 15:45:00,S-THC 21317937:21326446,15.16,14.879689353519437,-0.2803106464805633,0.2803106464805633
2023-07-19 15:50:00,S-THC 21317937:21326446,15.835,14.621313578603718,-1.2136864213962824,1.2136864213962824
2023-07-19 15:55:00,S-THC 21317937:21326446,15.229,14.599326926353909,-0.6296730736460905,0.6296730736460905
2023-07-19 16:00:00,S-THC 21317937:21326446,14.989,14.708902757020404,-0.2800972429795969,0.2800972429795969
2023-07-19 16:10:00,S-THC 21317937:21326446,15.245,14.531423835658307,-0.7135761643416902,0.7135761643416902
2023-07-19 16:15:00,S-THC 21317937:21326446,15.119,14.601137124952723,-0.5178628750472747,0.5178628750472747
2023-07-19 16:20:00,S-THC 21317937:21326446,14.367,14.575092830326629,0.2080928303266276,0.2080928303266276
2023-07-19 16:30:00,S-THC 21317937:21326446,14.239,14.724703377664488,0.4857033776644872,0.4857033776644872
2023-07-19 16:35:00,S-THC 21317937:21326446,14.203,14.562958876211248,0.3599588762112482,0.3599588762112482
2023-07-19 16:40:00,S-THC 21317937:21326446,14.348,14.780251400229862,0.4322514002298607,0.4322514002298607
2023-07-19 16:50:00,S-THC 21317937:21326446,13.949,14.394255912261784,0.4452559122617838,0.4452559122617838
2023-07-19 16:55:00,S-THC 21317937:21326446,15.0,14.512660910071649,-0.4873390899283532,0.4873390899283532
2023-07-19 17:00:00,S-THC 21317937:21326446,14.878,15.24851660619224,0.3705166061922398,0.3705166061922398
2023-07-19 17:05:00,S-THC 21317937:21326446,13.899,14.56637123937801,0.66737123937801,0.66737123937801
2023-07-19 17:10:00,S-THC 21317937:21326446,13.926,14.451484846237411,0.5254848462374131,0.5254848462374131
2023-07-19 17:15:00,S-THC 21317937:21326446,15.535,14.31222359152769,-1.2227764084723098,1.2227764084723098
2023-07-19 17:20:00,S-THC 21317937:21326446,14.436,14.235224128301766,-0.2007758716982337,0.2007758716982337
2023-07-19 17:25:00,S-THC 21317937:21326446,14.024,14.34144943654207,0.3174494365420717,0.3174494365420717
2023-07-19 17:30:00,S-THC 21317937:21326446,15.483,14.254861188327808,-1.228138811672192,1.228138811672192
2023-07-19 17:35:00,S-THC 21317937:21326446,14.549,14.568456028660856,0.0194560286608567,0.0194560286608567
2023-07-19 17:45:00,S-THC 21317937:21326446,14.682,14.593219018734114,-0.0887809812658861,0.0887809812658861
2023-07-19 17:50:00,S-THC 21317937:21326446,14.61,14.450168127850404,-0.1598318721495939,0.1598318721495939
2023-07-19 17:55:00,S-THC 21317937:21326446,14.578,14.504771277287544,-0.0732287227124555,0.0732287227124555
2023-07-19 18:00:00,S-THC 21317937:21326446,14.604,14.508669112512658,-0.095330887487341,0.095330887487341
2023-07-19 18:10:00,S-THC 21317937:21326446,14.666,14.62112850127942,-0.0448714987205818,0.0448714987205818
2023-07-19 18:15:00,S-THC 21317937:21326446,15.143,14.511959929705863,-0.6310400702941354,0.6310400702941354
2023-07-19 18:20:00,S-THC 21317937:21326446,14.366,14.192000386965557,-0.173999613034443,0.173999613034443
2023-07-19 18:25:00,S-THC 21317937:21326446,14.632,14.047630464228288,-0.584369535771712,0.584369535771712
2023-07-19 18:30:00,S-THC 21317937:21326446,14.083,14.284288482891329,0.2012884828913286,0.2012884828913286
2023-07-19 18:35:00,S-THC 21317937:21326446,15.428,14.169581472388131,-1.2584185276118696,1.2584185276118696
2023-07-19 18:40:00,S-THC 21317937:21326446,14.429,14.252567653178229,-0.1764323468217732,0.1764323468217732
2023-07-19 18:45:00,S-THC 21317937:21326446,15.259,14.152516987169845,-1.1064830128301573,1.1064830128301573
2023-07-19 18:50:00,S-THC 21317937:21326446,15.03,14.086098430165878,-0.9439015698341215,0.9439015698341215
2023-07-19 18:55:00,S-THC 21317937:21326446,15.07,14.185039877941229,-0.8849601220587715,0.8849601220587715
2023-07-19 19:00:00,S-THC 21317937:21326446,14.516,14.401060529232184,-0.1149394707678155,0.1149394707678155
2023-07-19 19:05:00,S-THC 21317937:21326446,15.166,14.200725359134523,-0.9652746408654772,0.9652746408654772
2023-07-19 19:10:00,S-THC 21317937:21326446,14.92,14.620347083461152,-0.2996529165388466,0.2996529165388466
2023-07-19 19:15:00,S-THC 21317937:21326446,14.398,14.206058789335714,-0.1919412106642859,0.1919412106642859
2023-07-19 19:20:00,S-THC 21317937:21326446,14.164,14.235539115671004,0.0715391156710048,0.0715391156710048
2023-07-19 19:25:00,S-THC 21317937:21326446,14.556,14.174989645354902,-0.3810103546450971,0.3810103546450971
2023-07-19 19:30:00,S-THC 21317937:21326446,13.787,14.231314547784915,0.4443145477849164,0.4443145477849164
2023-07-19 19:35:00,S-THC 21317937:21326446,14.473,14.260557298901038,-0.2124427010989631,0.2124427010989631
2023-07-19 19:40:00,S-THC 21317937:21326446,14.151,14.258577683366902,0.1075776833669017,0.1075776833669017
2023-07-19 19:45:00,S-THC 21317937:21326446,14.701,14.594047595678283,-0.1069524043217171,0.1069524043217171
2023-07-19 19:50:00,S-THC 21317937:21326446,14.092,14.311897748661544,0.2198977486615447,0.2198977486615447
2023-07-19 19:55:00,S-THC 21317937:21326446,14.563,14.550696435722651,-0.0123035642773476,0.0123035642773476
2023-07-19 20:00:00,S-THC 21317937:21326446,14.683,14.48325692813263,-0.1997430718673705,0.1997430718673705
2023-07-19 20:05:00,S-THC 21317937:21326446,14.731,14.615748089911293,-0.1152519100887072,0.1152519100887072
2023-07-19 20:10:00,S-THC 21317937:21326446,14.904,14.279276090664212,-0.6247239093357884,0.6247239093357884
2023-07-19 20:15:00,S-THC 21317937:21326446,14.84,14.311136796124332,-0.5288632038756678,0.5288632038756678
2023-07-19 20:20:00,S-THC 21317937:21326446,14.54,14.315593956378551,-0.2244060436214461,0.2244060436214461
2023-07-19 20:25:00,S-THC 21317937:21326446,14.476,14.23043204927415,-0.2455679507258512,0.2455679507258512
2023-07-19 20:30:00,S-THC 21317937:21326446,14.733,14.265581080501956,-0.4674189194980442,0.4674189194980442
2023-07-19 20:35:00,S-THC 21317937:21326446,14.939,14.600742767884794,-0.3382572321152057,0.3382572321152057
2023-07-19 20:40:00,S-THC 21317937:21326446,14.854,14.363908035968842,-0.4900919640311567,0.4900919640311567
2023-07-19 20:45:00,S-THC 21317937:21326446,14.674,14.336973946514386,-0.337026053485614,0.337026053485614
2023-07-19 20:50:00,S-THC 21317937:21326446,14.544,14.398179729495888,-0.1458202705041138,0.1458202705041138
2023-07-19 20:55:00,S-THC 21317937:21326446,14.4,14.649204553416594,0.2492045534165932,0.2492045534165932
2023-07-19 21:00:00,S-THC 21317937:21326446,14.436,14.53467781534562,0.0986778153456207,0.0986778153456207
2023-07-19 21:05:00,S-THC 21317937:21326446,14.16,14.241870005874786,0.0818700058747854,0.0818700058747854
2023-07-19 21:10:00,S-THC 21317937:21326446,14.466,14.147813531707133,-0.3181864682928665,0.3181864682928665
2023-07-19 21:15:00,S-THC 21317937:21326446,14.712,14.24383200347132,-0.4681679965286793,0.4681679965286793
2023-07-19 21:20:00,S-THC 21317937:21326446,14.345,14.32814985120154,-0.0168501487984613,0.0168501487984613
2023-07-19 21:25:00,S-THC 21317937:21326446,14.75,14.347522998081493,-0.4024770019185091,0.4024770019185091
2023-07-19 21:30:00,S-THC 21317937:21326446,14.493,14.53611785929584,0.0431178592958385,0.0431178592958385
2023-07-19 21:35:00,S-THC 21317937:21326446,14.702,14.406079505941031,-0.2959204940589686,0.2959204940589686
2023-07-19 21:40:00,S-THC 21317937:21326446,14.792,14.487730282652723,-0.3042697173472746,0.3042697173472746
2023-07-19 21:45:00,S-THC 21317937:21326446,14.7,14.426584471842656,-0.2734155281573436,0.2734155281573436
2023-07-19 21:55:00,S-THC 21317937:21326446,14.84,14.592632288024294,-0.2473677119757056,0.2473677119757056
2023-07-19 22:00:00,S-THC 21317937:21326446,14.87,14.602889130969764,-0.267110869030235,0.267110869030235
2023-07-19 22:05:00,S-THC 21317937:21326446,14.686,14.789567463103308,0.1035674631033085,0.1035674631033085
2023-07-19 22:10:00,S-THC 21317937:21326446,14.76,14.69592314190015,-0.0640768580998489,0.0640768580998489
2023-07-19 22:15:00,S-THC 21317937:21326446,14.967,15.377918044408908,0.4109180444089073,0.4109180444089073
2023-07-19 22:20:00,S-THC 21317937:21326446,14.783,14.784054561285238,0.0010545612852386,0.0010545612852386
2023-07-19 22:30:00,S-THC 21317937:21326446,15.038,15.017650262066995,-0.0203497379330048,0.0203497379330048
2023-07-19 22:35:00,S-THC 21317937:21326446,14.931,14.865668144573108,-0.0653318554268924,0.0653318554268924
